"자치구 기준일","종로구 전체","종로구 추가","중구 전체","중구 추가","용산구 전체","용산구 추가","성동구 전체","성동구 추가","광진구 전체","광진구 추가","동대문구 전체","동대문구 추가","중랑구 전체","중랑구 추가","성북구 전체","성북구 추가","강북구 전체","강북구 추가","도봉구 전체","도봉구 추가","노원구 전체","노원구 추가","은평구 전체","은평구 추가","서대문구 전체","서대문구 추가","마포구 전체","마포구 추가","양천구 전체","양천구 추가","강서구 전체","강서구 추가","구로구 전체","구로구 추가","금천구 전체","금천구 추가","영등포구 전체","영등포구 추가","동작구 전체","동작구 추가","관악구 전체","관악구 추가","서초구 전체","서초구 추가","강남구 전체","강남구 추가","송파구 전체","송파구 추가","강동구 전체","강동구 추가","기타 전체","기타 추가"
"2022.07.24.00","52318","230","47258","171","80270","311","113137","378","135927","522","132690","384","142996","452","163408","507","104991","352","116241","379","195452","778","172521","678","115931","404","142116","555","167657","594","217124","768","155768","454","88718","225","157161","551","152074","506","189969","732","153706","703","198719","835","252360","1039","175549","675","238228","626"
"2022.07.23.00","52088","218","47087","192","79959","325","112759","388","135405","630","132306","464","142544","467","162901","605","104639","368","115862","378","194674","796","171843","714","115527","433","141561","578","167063","592","216356","873","155314","506","88493","259","156610","587","151568","558","189237","764","153003","674","197884","900","251321","978","174874","636","237602","947"
"2022.07.22.00","51870","230","46895","194","79634","350","112371","386","134775","563","131842","476","142077","518","162298","622","104271","320","115485","411","193878","692","171129","752","115094","508","140983","623","166471","601","215485","902","154808","522","88234","276","156025","625","151010","637","188473","807","152329","724","196984","876","250343","1130","174238","656","236656","978"
"2022.07.21.00","51521","259","46662","212","79254","410","111939","452","134198","543","131206","471","141509","526","163384","698","103696","340","115053","415","193026","842","170357","751","114549","547","140320","689","165859","642","214555","874","154267","514","87947","310","155367","637","150361","656","187660","916","151581","787","196072","992","249172","1230","173569","807","235200","1150"
"2022.07.20.00","51266","242","46449","201","78849","412","111510","454","133662","650","130746","486","141000","557","162707","684","103468","390","114341","426","192203","822","169604","786","114005","586","139618","748","165219","714","213680","991","153755","648","87636","252","154725","662","149711","669","186743","836","150796","873","195082","1083","247937","1054","172760","716","234150","1257"
"2022.07.19.00","51024","297","46248","214","78437","471","111056","498","133012","575","130260","582","140443","584","162023","767","103078","384","113915","486","191382","889","168818","774","113419","557","138870","768","164505","729","212690","1055","153108","630","87385","315","154064","775","149042","754","185908","880","149923","732","193999","1096","246883","1364","172047","835","232893","1027"
"2022.07.18.00","50727","65","46034","43","77967","98","110558","99","132437","126","129678","152","139859","120","161256","163","102694","91","113429","149","190493","308","168044","289","112862","153","138114","202","163776","192","211635","342","152478","117","87070","72","153289","151","148288","183","185028","232","149191","281","192904","356","245519","408","171212","230","231870","274"
"2022.07.17.00","50662","133","45991","120","77869","203","110459","254","132311","322","129526","241","139739","248","161093","337","102603","180","113280","219","190185","440","167755","394","112709","261","137912","414","163584","425","211293","575","152361","266","86998","126","153138","328","148105","334","184796","461","148910","439","192548","534","245111","505","170982","383","231596","423"
"2022.07.16.00","50529","127","45871","116","77666","222","110205","239","131989","316","129285","286","139491","297","160756","394","102423","173","113061","292","189745","439","167361","439","112448","322","137498","373","163159","441","210718","533","152095","308","86872","157","152810","368","147771","352","184335","482","148471","415","192014","559","244606","736","170599","476","231173","595"
"2022.07.15.00","50356","154","45708","116","77353","192","109942","204","131655","298","128978","257","139185","235","160345","309","102239","173","112756","237","189280","438","166809","492","111867","278","138601","421","162679","369","210115","587","151753","337","86698","146","152339","337","147395","368","183822","435","148022","429","191421","514","243833","587","170102","395","230243","643"
"2022.07.14.00","50188","141","45582","134","77157","263","109713","241","131344","332","128710","287","138942","292","160023","354","102065","206","112521","258","188830","450","166315","406","111578","304","138165","427","162307","400","209521","560","151408","341","86545","162","151998","364","147012","381","183378","480","147528","529","191468","595","243186","718","169689","369","229377","661"
"2022.07.13.00","50047","146","45448","124","76894","247","109473","243","131012","300","128423","283","138650","272","159669","335","101859","177","112263","229","188380","396","165909","460","111274","319","137738","452","161907","385","208961","590","151067","307","86383","152","151634","364","146632","363","182898","513","146999","524","190873","549","242468","593","169320","401","228716","639"
"2022.07.12.00","49901","142","45324","127","76647","256","109230","256","130712","301","128140","278","138378","286","159334","309","101682","153","112034","228","187984","411","165449","311","110955","353","137286","464","161522","375","208371","614","150760","344","86231","148","151270","404","146269","406","182385","458","146475","434","190325","607","241875","752","168919","376","228081","619"
"2022.07.11.00","49759","23","45197","31","76391","55","108974","56","130411","121","127862","68","138092","41","159025","90","101529","43","111806","92","187574","161","165138","147","110602","84","136823","132","161147","144","207759","193","150416","60","86083","22","150866","92","145863","108","181927","113","146041","152","189718","186","241124","205","168543","99","227463","104"
"2022.07.10.00","49736","79","45166","75","76336","121","108918","167","130290","158","127794","132","138051","133","158935","234","101486","105","111714","118","187413","228","164991","283","110518","173","136691","212","161003","230","207566","384","150356","183","86061","72","150774","226","145755","198","181814","291","145889","290","189532","355","240919","368","168444","208","227359","221"
"2022.07.09.00","49657","64","45091","64","76215","124","108751","134","130132","172","127662","122","137918","129","158701","198","101381","109","111596","106","187185","213","164708","221","110345","175","136479","237","160773","221","207182","324","150173","141","85989","78","150548","208","145557","190","181523","199","145599","258","189177","313","240551","364","168236","172","227138","364"
"2022.07.08.00","49593","75","45027","68","76091","112","108617","150","129960","161","127540","136","137789","106","158503","167","101272","90","111490","112","186972","216","164487","216","110170","168","136242","220","160552","217","206858","244","150032","147","85911","60","150340","164","145367","160","181324","248","145341","231","188864","325","240188","327","168064","156","226774","329"
